user_id,total_orders,avg_order_value,max_order_value,first_order,last_order,days_since_last_order,user_tenure_days
2175,4,662.5,930,2019-02-21,2024-11-15,46,2140
2176,5,169.0,265,2021-09-29,2024-10-15,77,1189
2177,3,785.0,1095,2019-11-30,2024-11-17,44,1858
2178,3,1063.3333333333333,1120,2020-10-14,2024-04-01,274,1539
2179,4,1352.5,1790,2019-04-07,2024-12-21,10,2095
2180,4,735.0,1105,2020-05-02,2023-10-01,457,1704
2181,2,1195.0,1635,2022-10-07,2024-06-17,197,816
2182,4,665.0,1170,2019-11-02,2021-07-23,1257,1886
2183,5,1130.0,1475,2020-09-08,2024-06-17,197,1575
2184,5,919.0,1575,2019-03-12,2023-03-31,641,2121
2185,1,185.0,185,2024-12-19,2024-12-19,12,12
2186,4,738.75,1055,2021-03-11,2024-08-04,149,1391
2187,5,420.0,905,2019-08-17,2024-11-16,45,1963
2188,4,512.5,995,2019-03-22,2022-01-12,1084,2111
2189,5,432.0,635,2019-03-31,2023-04-26,615,2102
2190,3,773.3333333333334,1040,2021-03-26,2024-10-07,85,1376
2191,1,380.0,380,2021-05-31,2021-05-31,1310,1310
2192,4,478.75,820,2021-01-13,2024-01-04,362,1448
2193,4,665.0,1375,2022-12-22,2024-11-09,52,740
2194,4,973.75,1405,2020-02-07,2024-09-24,98,1789
2195,6,433.3333333333333,935,2020-05-21,2024-08-30,123,1685
2196,4,973.75,1500,2020-06-17,2024-01-23,343,1658
2197,7,733.5714285714286,1170,2019-04-22,2024-07-17,167,2080
2198,9,973.8888888888889,1755,2019-02-08,2024-06-11,203,2153
2199,2,542.5,585,2020-08-11,2024-06-01,213,1603
2200,2,695.0,1215,2019-07-05,2021-03-22,1380,2006
2201,2,1435.0,2050,2023-04-26,2023-05-30,581,615
2203,5,541.0,805,2019-04-02,2024-07-19,165,2100
2204,4,313.75,435,2020-07-24,2024-03-26,280,1621
2205,2,705.0,1170,2020-07-24,2024-09-18,104,1621
2206,4,731.25,1645,2019-11-13,2022-06-27,918,1875
2207,5,999.0,2245,2019-01-03,2023-10-28,430,2189
2210,4,431.25,660,2019-09-20,2023-12-16,381,1929
2211,4,172.5,255,2019-01-02,2022-03-18,1019,2190
2212,2,1112.5,1675,2020-01-19,2021-10-25,1163,1808
2213,2,477.5,725,2021-08-17,2022-05-30,946,1232
2214,3,306.6666666666667,445,2019-06-18,2024-07-20,164,2023
2215,2,517.5,785,2020-04-30,2022-10-11,812,1706
2216,6,818.3333333333334,1335,2022-09-06,2023-11-26,401,847
2217,1,200.0,200,2023-08-22,2023-08-22,497,497
2218,3,1370.0,1865,2020-03-30,2024-05-03,242,1737
2219,2,910.0,1360,2022-06-26,2024-01-15,351,919
2220,4,552.5,1005,2019-04-21,2022-02-26,1039,2081
2221,5,934.0,1385,2019-04-10,2023-09-29,459,2092
2222,8,766.875,1265,2019-04-22,2024-12-24,7,2080
2223,2,807.5,930,2020-04-17,2021-09-15,1203,1719
2224,2,632.5,1110,2019-01-16,2024-04-03,272,2176
2225,5,635.0,1000,2020-06-26,2024-06-07,207,1649
2226,3,623.3333333333334,1115,2019-05-09,2023-12-05,392,2063
2227,2,337.5,505,2023-07-07,2024-01-04,362,543
2228,4,1026.25,1290,2019-07-06,2024-11-13,48,2005
2229,4,922.5,1395,2020-07-15,2024-06-22,192,1630
2230,5,615.0,910,2019-08-13,2024-09-21,101,1967
2231,1,185.0,185,2021-10-10,2021-10-10,1178,1178
2232,1,985.0,985,2022-12-01,2022-12-01,761,761
2233,2,620.0,685,2019-02-02,2022-06-20,925,2159
2234,7,393.57142857142856,760,2020-09-24,2023-12-02,395,1559
2235,1,765.0,765,2022-07-22,2022-07-22,893,893
2236,1,645.0,645,2022-02-15,2022-02-15,1050,1050
2238,2,615.0,875,2021-03-15,2024-05-19,226,1387
2239,6,457.5,790,2019-03-20,2024-10-01,91,2113
2240,5,419.0,995,2019-07-22,2024-03-10,296,1989
2241,3,238.33333333333334,255,2019-01-27,2023-10-21,437,2165
2242,4,428.75,530,2020-02-17,2024-01-26,340,1779
2243,4,478.75,650,2019-02-08,2023-10-16,442,2153
2244,1,680.0,680,2024-01-01,2024-01-01,365,365
2245,5,663.0,910,2019-11-01,2023-09-15,473,1887
2246,2,1142.5,1180,2020-07-27,2023-07-08,542,1618
2247,6,715.0,1880,2019-07-07,2024-09-25,97,2004
2248,3,703.3333333333334,1030,2021-08-22,2024-10-10,82,1227
2249,6,829.1666666666666,1490,2019-02-01,2023-02-05,695,2160
2250,6,660.0,1020,2020-08-13,2024-02-06,329,1601
2251,4,1196.25,1520,2020-01-18,2024-10-10,82,1809
2252,2,492.5,795,2020-05-23,2021-02-21,1409,1683
2253,3,385.0,590,2019-05-08,2020-05-27,1679,2064
2254,4,757.5,925,2019-09-16,2023-02-11,689,1933
2255,2,545.0,790,2021-06-02,2021-07-30,1250,1308
2256,2,777.5,895,2023-10-20,2024-02-10,325,438
2257,4,830.0,1505,2020-06-27,2022-05-20,956,1648
2258,8,653.75,985,2019-01-18,2024-11-02,59,2174
2259,2,395.0,620,2019-04-03,2022-07-23,892,2099
2260,6,450.0,1105,2019-01-31,2023-11-28,399,2161
2261,2,287.5,370,2020-05-22,2023-10-05,453,1684
2262,7,596.4285714285714,1600,2020-03-06,2024-10-28,64,1761
2263,3,758.3333333333334,1375,2020-10-29,2022-12-07,755,1524
2264,4,766.25,1295,2020-12-30,2024-11-05,56,1462
2265,5,667.0,1060,2022-02-26,2024-10-05,87,1039
2266,4,971.25,1435,2020-03-21,2024-11-04,57,1746
2267,2,1147.5,1585,2019-03-21,2023-06-17,563,2112
2268,4,733.75,1940,2019-05-20,2022-11-14,778,2052
2269,4,536.25,945,2019-08-09,2021-05-28,1313,1971
2270,4,530.0,1030,2019-09-27,2024-12-23,8,1922
2271,2,1010.0,1510,2019-01-04,2020-12-10,1482,2188
2272,1,490.0,490,2021-06-19,2021-06-19,1291,1291
2273,2,1402.5,1700,2021-09-05,2024-03-12,294,1213
2274,4,855.0,1250,2021-02-21,2024-04-24,251,1409
2275,3,315.0,375,2019-06-16,2024-09-24,98,2025
2276,2,672.5,925,2020-10-17,2023-01-13,718,1536
2277,4,312.5,470,2023-11-17,2024-11-19,42,410
2278,2,707.5,1005,2019-10-28,2024-01-22,344,1891
2279,3,1408.3333333333333,1825,2021-12-25,2023-10-25,433,1102
2280,2,952.5,1625,2019-03-04,2022-10-24,799,2129
2281,1,240.0,240,2024-01-28,2024-01-28,338,338
2282,4,672.5,1010,2020-01-26,2024-10-01,91,1801
2283,5,498.0,1020,2019-05-24,2023-08-22,497,2048
2284,4,538.75,810,2019-01-22,2023-03-25,647,2170
2285,3,1210.0,1610,2022-01-12,2024-09-16,106,1084
2286,4,598.75,960,2019-05-02,2023-10-14,444,2070
2287,5,748.0,1305,2019-07-16,2023-09-22,466,1995
2288,5,747.0,1200,2019-03-24,2024-11-11,50,2109
2289,8,889.375,1530,2019-02-09,2023-11-23,404,2152
2290,3,1030.0,1145,2021-03-22,2024-05-21,224,1380
2291,4,425.0,775,2022-03-09,2024-09-28,94,1028
2292,6,445.8333333333333,810,2020-06-08,2023-07-30,520,1667
2293,5,970.0,1405,2021-04-17,2023-11-06,421,1354
2294,2,987.5,1545,2020-08-14,2023-11-01,426,1600
2295,4,1246.25,1635,2019-01-22,2020-04-23,1713,2170
2296,1,1605.0,1605,2020-09-29,2020-09-29,1554,1554
2297,6,715.8333333333334,1165,2019-01-24,2024-07-08,176,2168
2298,3,698.3333333333334,940,2021-07-12,2024-05-03,242,1268
2299,1,780.0,780,2024-12-30,2024-12-30,1,1
2300,3,440.0,745,2020-02-23,2022-07-13,902,1773
2301,7,311.42857142857144,580,2019-07-24,2023-07-30,520,1987
2302,5,1103.0,1515,2020-01-06,2022-06-18,927,1821
2303,4,577.5,750,2021-03-18,2024-11-06,55,1384
2304,4,620.0,1210,2019-06-26,2024-01-21,345,2015
2305,2,742.5,1330,2022-11-01,2022-11-30,762,791
2306,5,913.0,1710,2021-01-03,2024-03-19,287,1458
2307,6,598.3333333333334,1140,2020-05-24,2024-04-27,248,1682
2308,7,731.4285714285714,1535,2019-02-06,2023-02-07,693,2155
2309,1,975.0,975,2020-07-28,2020-07-28,1617,1617
2310,5,794.0,1685,2020-07-01,2023-05-05,606,1644
2311,1,560.0,560,2023-03-03,2023-03-03,669,669
2312,4,723.75,1355,2019-10-27,2024-11-04,57,1892
2313,3,470.0,620,2019-04-20,2023-01-23,708,2082
2314,6,490.8333333333333,695,2019-03-09,2024-05-21,224,2124
2315,3,810.0,845,2020-09-13,2024-11-28,33,1570
2316,2,352.5,365,2023-12-11,2024-05-06,239,386
2317,6,628.3333333333334,1125,2019-06-16,2022-10-24,799,2025
2318,4,387.5,975,2019-04-17,2022-09-14,839,2085
2319,5,821.0,1310,2019-01-31,2024-01-21,345,2161
2320,6,615.8333333333334,1120,2020-03-23,2023-07-20,530,1744
2322,3,1365.0,1375,2019-09-01,2024-09-01,121,1948
2323,3,526.6666666666666,550,2021-04-05,2024-12-26,5,1366
2324,2,647.5,775,2021-10-16,2022-12-01,761,1172
2325,6,790.0,1475,2020-06-03,2023-10-31,427,1672
2326,6,418.3333333333333,1145,2019-07-25,2024-10-24,68,1986
2327,1,895.0,895,2022-12-09,2022-12-09,753,753
2328,3,520.0,915,2019-09-14,2024-04-17,258,1935
2329,6,506.6666666666667,830,2022-11-27,2024-08-03,150,765
2330,6,1328.3333333333333,2115,2019-05-07,2024-05-24,221,2065
2331,4,543.75,705,2020-08-16,2024-05-21,224,1598
2332,3,898.3333333333334,1830,2019-10-05,2023-12-13,384,1914
2333,5,411.0,1055,2020-09-23,2024-04-03,272,1560
2334,6,765.8333333333334,1215,2019-01-01,2024-08-21,132,2191
2335,3,668.3333333333334,980,2020-12-09,2023-01-13,718,1483
2336,4,1342.5,2190,2019-10-16,2024-06-19,195,1903
2337,4,682.5,840,2021-11-19,2023-09-25,463,1138
2338,3,931.6666666666666,2155,2019-02-02,2020-05-30,1676,2159
2339,2,662.5,700,2021-08-16,2022-09-11,842,1233
2340,3,576.6666666666666,1135,2021-11-27,2023-07-08,542,1130
2341,6,838.3333333333334,1260,2019-06-14,2024-08-14,139,2027
2342,3,981.6666666666666,1180,2019-07-27,2023-08-24,495,1984
2343,6,662.5,1120,2019-05-08,2024-07-29,155,2064
2344,4,771.25,1040,2019-11-21,2023-08-25,494,1867
2345,5,613.0,995,2019-02-27,2023-09-14,474,2134
2346,1,235.0,235,2022-04-24,2022-04-24,982,982
2347,3,1260.0,1365,2022-11-26,2024-03-22,284,766
2348,3,771.6666666666666,1100,2020-01-06,2023-01-31,700,1821
2349,3,1225.0,1950,2019-03-25,2024-03-17,289,2108
2350,7,620.7142857142857,880,2019-09-30,2024-02-12,323,1919
2351,4,902.5,1475,2020-02-24,2022-08-28,856,1772
2352,5,657.0,965,2019-12-11,2024-07-18,166,1847
2353,3,330.0,425,2019-06-25,2023-10-05,453,2016
2354,5,1305.0,1565,2019-08-22,2024-03-28,278,1958
2355,4,607.5,955,2019-06-11,2024-11-05,56,2030
2356,4,925.0,1120,2020-07-14,2024-10-06,86,1631
2357,5,517.0,1000,2020-05-03,2024-04-05,270,1703
2358,7,768.5714285714286,1125,2019-08-04,2024-12-04,27,1976
2359,3,955.0,1305,2019-05-05,2023-06-06,574,2067
2360,1,840.0,840,2023-02-04,2023-02-04,696,696
2361,4,663.75,1415,2020-07-29,2024-02-19,316,1616
2362,2,730.0,785,2019-04-22,2022-05-03,973,2080
2363,4,402.5,905,2020-03-20,2023-09-08,480,1747
2364,3,351.6666666666667,415,2019-09-14,2021-05-19,1322,1935
2365,1,275.0,275,2024-05-19,2024-05-19,226,226
2366,1,420.0,420,2019-04-28,2019-04-28,2074,2074
2367,2,535.0,855,2019-07-05,2019-07-06,2005,2006
2368,8,825.625,1690,2020-03-02,2024-09-02,120,1765
2369,5,338.0,510,2019-04-08,2024-06-26,188,2094
2370,2,1072.5,1685,2020-11-10,2021-01-09,1452,1512
2371,4,368.75,900,2020-07-18,2024-11-21,40,1627
2372,2,762.5,1145,2019-04-17,2020-03-25,1742,2085
2373,3,680.0,1120,2019-10-02,2024-10-29,63,1917
2374,5,1197.0,1815,2020-05-14,2024-07-27,157,1692
2375,2,1150.0,1940,2019-08-29,2022-04-08,998,1951
2376,3,800.0,1270,2019-08-19,2021-11-01,1156,1961
2377,6,945.0,1660,2020-06-16,2022-11-15,777,1659
2378,5,816.0,1560,2019-12-26,2023-07-02,548,1832
2379,7,452.14285714285717,1225,2019-03-12,2023-06-15,565,2121
2380,5,1240.0,2115,2019-05-17,2022-12-02,760,2055
2381,5,395.0,1025,2020-09-13,2024-02-29,306,1570
2382,4,927.5,1290,2020-09-05,2023-09-26,462,1578
2383,3,1011.6666666666666,1225,2019-11-22,2023-08-29,490,1866
2384,5,478.0,610,2019-10-15,2024-08-27,126,1904
2385,6,740.0,1055,2019-09-22,2024-11-25,36,1927
2386,1,410.0,410,2021-12-13,2021-12-13,1114,1114
2387,5,1182.0,1350,2019-05-30,2023-09-06,482,2042
2388,5,540.0,935,2020-10-16,2023-03-25,647,1537
2389,1,275.0,275,2024-08-12,2024-08-12,141,141
2390,2,617.5,635,2019-04-12,2022-03-06,1031,2090
2391,3,275.0,325,2019-06-25,2024-09-14,108,2016
2392,3,766.6666666666666,1040,2020-01-12,2021-11-09,1148,1815
2393,2,560.0,805,2023-03-28,2024-04-03,272,644
2394,4,1317.5,1800,2023-06-07,2024-11-22,39,573
2395,2,772.5,1245,2020-10-04,2023-03-02,670,1549
2396,1,870.0,870,2023-10-28,2023-10-28,430,430
2397,2,637.5,730,2020-03-14,2020-07-04,1641,1753
2398,2,940.0,1075,2020-03-20,2022-09-30,823,1747
2399,4,478.75,760,2019-07-11,2024-03-06,300,2000
2400,3,726.6666666666666,965,2020-08-19,2024-10-14,78,1595
2401,6,324.1666666666667,800,2019-01-14,2023-12-14,383,2178
2402,1,1090.0,1090,2020-03-11,2020-03-11,1756,1756
2404,2,845.0,1215,2022-09-14,2024-11-04,57,839
2405,4,777.5,1115,2019-04-08,2024-07-02,182,2094
2406,4,1208.75,1770,2020-12-19,2024-12-17,14,1473
2407,7,537.8571428571429,1025,2019-07-25,2024-10-26,66,1986
2408,4,1145.0,1470,2020-01-18,2024-04-26,249,1809
2409,1,705.0,705,2019-06-26,2019-06-26,2015,2015
2410,3,585.0,1130,2021-10-23,2023-09-05,483,1165
2411,3,900.0,1255,2019-11-04,2023-05-06,605,1884
2412,3,1090.0,1865,2020-03-17,2022-02-07,1058,1750
2413,6,816.6666666666666,1265,2019-04-29,2024-05-09,236,2073
2414,4,796.25,1590,2020-09-28,2024-01-19,347,1555
2415,4,605.0,1115,2019-11-17,2024-12-13,18,1871
2416,3,535.0,750,2021-04-09,2024-08-29,124,1362
2417,3,795.0,980,2020-08-01,2023-03-06,666,1613
2418,3,353.3333333333333,425,2023-05-31,2024-02-24,311,580
2419,1,905.0,905,2020-12-24,2020-12-24,1468,1468
2420,3,1170.0,1790,2019-06-29,2023-11-21,406,2012
2421,5,725.0,1055,2021-04-05,2024-02-03,332,1366
2422,2,230.0,255,2019-09-21,2022-01-17,1079,1928
2423,4,967.5,1395,2019-01-02,2024-09-21,101,2190
2424,3,736.6666666666666,1260,2019-01-01,2024-07-14,170,2191
2425,4,975.0,1430,2019-01-06,2022-11-15,777,2186
2426,4,510.0,1385,2020-02-05,2023-09-29,459,1791
2428,4,681.25,1175,2019-01-31,2024-08-15,138,2161
2429,2,825.0,1120,2020-04-11,2023-12-03,394,1725
2430,4,623.75,1185,2021-03-31,2024-08-23,130,1371
2431,7,539.2857142857143,925,2021-09-16,2024-06-04,210,1202
2432,5,437.0,970,2019-11-23,2024-06-05,209,1865
2433,3,971.6666666666666,1245,2021-08-09,2024-12-29,2,1240
2434,6,465.0,620,2019-06-04,2024-01-15,351,2037
2435,4,396.25,680,2020-10-31,2023-11-10,417,1522
2436,2,645.0,970,2024-05-27,2024-11-21,40,218
2437,4,430.0,775,2020-03-20,2023-11-21,406,1747
2438,2,1245.0,1310,2019-07-12,2023-11-26,401,1999
2439,3,986.6666666666666,1400,2022-08-09,2023-03-09,663,875
2440,5,508.0,830,2019-12-29,2024-12-06,25,1829
2441,3,1116.6666666666667,1500,2019-12-10,2024-03-15,291,1848
2442,5,938.0,1570,2020-01-07,2024-10-18,74,1820
2443,4,731.25,1070,2020-04-16,2024-09-05,117,1720
2444,4,710.0,1630,2020-12-06,2024-07-17,167,1486
2445,6,483.3333333333333,950,2021-08-26,2024-12-29,2,1223
2446,1,455.0,455,2024-02-26,2024-02-26,309,309
2447,5,1163.0,1760,2020-01-14,2023-04-22,619,1813
2448,5,506.0,995,2020-10-05,2023-10-26,432,1548
2449,5,746.0,1380,2019-04-29,2023-03-05,667,2073
2451,1,150.0,150,2023-11-05,2023-11-05,422,422
2452,3,621.6666666666666,1425,2019-05-11,2023-02-08,692,2061
2453,3,596.6666666666666,830,2020-10-07,2023-12-09,388,1546
2454,7,887.8571428571429,1445,2019-05-22,2024-12-29,2,2050
2455,2,1167.5,1240,2020-03-20,2021-10-22,1166,1747
2456,4,542.5,870,2021-11-15,2024-04-23,252,1142
2457,3,395.0,765,2022-04-28,2023-05-28,583,978
2458,1,430.0,430,2024-10-28,2024-10-28,64,64
2459,6,784.1666666666666,1230,2019-04-23,2024-09-19,103,2079
2460,5,1132.0,1560,2019-02-21,2024-12-30,1,2140
2461,2,870.0,1040,2021-06-25,2024-07-30,154,1285
2462,1,1225.0,1225,2022-10-12,2022-10-12,811,811
2463,1,1065.0,1065,2021-09-12,2021-09-12,1206,1206
2464,7,828.5714285714286,1245,2019-06-09,2020-12-10,1482,2032
2465,2,550.0,925,2020-08-31,2022-08-17,867,1583
2466,4,781.25,1120,2019-09-30,2021-11-17,1140,1919
2467,1,385.0,385,2023-02-10,2023-02-10,690,690
2468,1,560.0,560,2023-02-27,2023-02-27,673,673
2469,7,440.0,1100,2019-05-08,2024-06-19,195,2064
2470,6,742.5,1730,2019-06-24,2024-06-12,202,2017
2471,2,897.5,990,2021-05-23,2024-10-03,89,1318
2472,3,578.3333333333334,785,2020-12-18,2024-08-04,149,1474
2473,1,310.0,310,2024-01-22,2024-01-22,344,344
2474,1,300.0,300,2024-07-18,2024-07-18,166,166
2476,3,1170.0,1595,2019-07-09,2020-11-26,1496,2002
2477,4,700.0,1030,2019-10-17,2021-12-25,1102,1902
2478,4,931.25,1480,2019-05-11,2022-06-25,920,2061
2479,5,653.0,1390,2022-05-04,2024-06-15,199,972
2480,6,653.3333333333334,1200,2022-07-21,2024-12-27,4,894
2481,8,688.75,1780,2019-02-27,2024-09-23,99,2134
2482,4,483.75,820,2019-01-31,2024-10-21,71,2161
2483,6,963.3333333333334,1710,2019-10-17,2023-11-09,418,1902
2484,5,851.0,1485,2019-01-12,2023-01-11,720,2180
2485,1,345.0,345,2022-06-15,2022-06-15,930,930
2486,11,728.1818181818181,990,2019-05-27,2024-03-11,295,2045
2487,9,462.77777777777777,850,2019-05-28,2024-09-30,92,2044
2488,2,575.0,930,2019-11-13,2022-04-11,995,1875
2489,3,166.66666666666666,170,2019-06-01,2022-02-08,1057,2040
2490,3,895.0,1210,2019-04-20,2023-09-11,477,2082
2491,5,682.0,1085,2020-06-15,2024-11-08,53,1660
2492,5,716.0,1405,2019-05-15,2020-05-15,1691,2057
2493,2,822.5,880,2019-07-02,2022-01-17,1079,2009
2494,4,846.25,1225,2019-04-05,2024-10-20,72,2097
2495,8,590.0,1200,2019-11-29,2024-12-22,9,1859
2496,5,791.0,1350,2020-10-13,2024-05-10,235,1540
2497,1,600.0,600,2019-06-21,2019-06-21,2020,2020
2498,4,932.5,1430,2019-06-18,2024-11-30,31,2023
2499,1,510.0,510,2024-06-20,2024-06-20,194,194
2500,6,781.6666666666666,1140,2020-04-17,2023-02-01,699,1719
2501,2,825.0,1105,2022-01-07,2022-02-02,1063,1089
2502,2,430.0,485,2023-01-30,2023-12-12,385,701
2503,5,1062.0,1810,2019-01-18,2022-11-29,763,2174
2504,2,970.0,1100,2020-05-20,2020-09-28,1555,1686
2505,2,890.0,1180,2020-09-12,2021-09-26,1192,1571
2506,1,120.0,120,2019-10-18,2019-10-18,1901,1901
2507,3,873.3333333333334,1000,2022-11-13,2023-05-30,581,779
2508,2,400.0,495,2020-12-16,2024-11-14,47,1476
2509,7,877.8571428571429,1320,2019-01-13,2024-11-08,53,2179
2510,3,336.6666666666667,475,2021-10-27,2024-06-03,211,1161
2511,5,1122.0,1525,2019-11-10,2022-08-01,883,1878
2512,4,265.0,440,2019-07-08,2024-02-04,331,2003
2513,6,744.1666666666666,1110,2019-04-03,2024-10-23,69,2099
2514,6,627.5,1015,2019-01-14,2022-12-20,742,2178
2515,2,582.5,925,2022-06-26,2023-09-01,487,919
2516,1,270.0,270,2019-12-04,2019-12-04,1854,1854
2517,1,1450.0,1450,2019-02-22,2019-02-22,2139,2139
2518,9,1049.4444444444443,1875,2019-03-04,2024-03-05,301,2129
2519,3,1133.3333333333333,1480,2022-05-08,2024-08-04,149,968
2520,5,619.0,1020,2020-07-27,2024-08-31,122,1618
2521,2,985.0,1195,2020-10-03,2024-05-30,215,1550
2522,4,843.75,1290,2021-04-29,2024-09-15,107,1342
2523,5,451.0,770,2019-05-14,2023-11-30,397,2058
2524,6,701.6666666666666,1015,2019-07-30,2024-04-15,260,1981
2525,4,743.75,1110,2019-12-23,2024-06-21,193,1835
2526,1,255.0,255,2022-09-30,2022-09-30,823,823
2527,1,890.0,890,2023-04-03,2023-04-03,638,638
2528,4,757.5,1005,2020-09-21,2024-05-21,224,1562
2529,3,986.6666666666666,1735,2019-12-20,2021-01-13,1448,1838
2530,6,386.6666666666667,915,2019-04-26,2024-08-14,139,2076
2531,1,730.0,730,2023-07-15,2023-07-15,535,535
2532,3,806.6666666666666,1275,2020-04-10,2021-01-18,1443,1726
2533,5,497.0,1035,2019-06-22,2024-10-31,61,2019
2534,4,606.25,795,2020-09-02,2024-09-10,112,1581
2535,3,873.3333333333334,1390,2019-02-02,2024-06-30,184,2159
2536,2,370.0,370,2020-06-24,2020-12-19,1473,1651
2537,2,532.5,960,2019-05-10,2020-06-18,1657,2062
2538,3,923.3333333333334,1075,2019-03-30,2019-10-31,1888,2103
2539,2,497.5,890,2020-02-06,2023-08-03,516,1790
2540,1,1255.0,1255,2020-06-11,2020-06-11,1664,1664
2541,3,668.3333333333334,1075,2019-03-22,2020-04-10,1726,2111
2542,2,1095.0,1305,2020-09-11,2022-05-02,974,1572
2543,3,778.3333333333334,1065,2019-04-15,2023-07-07,543,2087
2544,5,773.0,1560,2020-01-08,2024-12-28,3,1819
2545,6,579.1666666666666,690,2019-02-07,2022-11-14,778,2154
2546,2,527.5,770,2019-03-19,2023-02-24,676,2114
2547,5,644.0,1705,2019-11-28,2021-02-25,1405,1860
2548,7,628.5714285714286,1025,2021-03-24,2022-11-07,785,1378
2549,3,711.6666666666666,1245,2019-03-12,2022-04-07,999,2121
2550,5,523.0,845,2020-03-29,2023-08-20,499,1738
2551,1,880.0,880,2021-12-11,2021-12-11,1116,1116
2552,5,380.0,645,2019-05-12,2024-08-04,149,2060
2553,3,811.6666666666666,1460,2019-03-19,2022-05-13,963,2114
2554,3,656.6666666666666,880,2019-02-18,2023-10-23,435,2143
2555,5,735.0,1290,2022-03-31,2024-06-12,202,1006
2556,5,1152.0,1470,2019-02-09,2022-06-18,927,2152
2557,3,925.0,1175,2020-02-10,2024-08-21,132,1786
2558,3,420.0,695,2019-07-23,2024-08-20,133,1988
2559,3,886.6666666666666,1375,2019-02-21,2023-07-30,520,2140
2560,6,522.5,1080,2019-07-15,2023-11-19,408,1996
2561,5,488.0,705,2019-01-16,2024-12-07,24,2176
2562,2,835.0,1335,2019-03-04,2022-11-15,777,2129
2563,5,940.0,1285,2020-11-20,2024-08-26,127,1502
2564,1,720.0,720,2021-06-22,2021-06-22,1288,1288
2565,7,454.2857142857143,740,2019-03-22,2024-07-05,179,2111
2566,2,990.0,1150,2023-12-15,2024-02-17,318,382
2567,5,796.0,1120,2020-05-28,2024-07-12,172,1678
2568,4,1117.5,1545,2019-01-03,2022-11-10,782,2189
2569,1,795.0,795,2024-03-29,2024-03-29,277,277
2570,3,740.0,945,2019-06-06,2023-08-29,490,2035
2571,3,723.3333333333334,1025,2023-08-05,2024-12-05,26,514
2572,6,775.8333333333334,1605,2020-02-24,2024-01-26,340,1772
2574,3,366.6666666666667,450,2023-03-15,2024-09-15,107,657
2575,1,785.0,785,2021-12-03,2021-12-03,1124,1124
2576,4,605.0,1360,2019-09-02,2021-04-21,1350,1947
2577,2,952.5,1115,2022-06-22,2024-03-10,296,923
2578,7,465.7142857142857,940,2019-04-02,2024-09-22,100,2100
2579,4,793.75,1110,2019-10-15,2024-07-01,183,1904
2580,2,395.0,500,2020-10-10,2021-02-24,1406,1543
2581,6,687.5,1420,2019-04-05,2022-08-24,860,2097
2582,4,627.5,1115,2019-09-16,2024-03-08,298,1933
2583,3,1123.3333333333333,1215,2020-12-01,2024-10-15,77,1491
2584,3,515.0,1120,2019-04-16,2021-05-26,1315,2086
2585,4,1395.0,1740,2019-10-25,2024-09-03,119,1894
2586,4,657.5,770,2019-10-04,2020-10-07,1546,1915
2587,4,1300.0,2040,2021-03-19,2024-02-10,325,1383
2588,3,561.6666666666666,1180,2019-04-05,2021-07-07,1273,2097
2589,4,646.25,1055,2019-06-17,2023-01-08,723,2024
2590,5,710.0,1585,2020-03-05,2024-08-13,140,1762
2591,8,556.25,810,2021-03-16,2024-08-04,149,1386
2592,2,362.5,565,2019-06-04,2020-11-05,1517,2037
2593,3,476.6666666666667,805,2020-02-13,2022-07-19,896,1783
2594,4,683.75,1140,2020-05-22,2023-03-06,666,1684
2595,2,1245.0,1475,2020-07-24,2024-11-30,31,1621
2596,2,522.5,690,2021-02-27,2021-09-14,1204,1403
2597,5,478.0,875,2019-02-27,2023-12-26,371,2134
2598,5,621.0,1045,2020-11-10,2024-01-06,360,1512
2599,6,279.1666666666667,680,2022-04-08,2023-09-29,459,998
2600,3,501.6666666666667,595,2019-11-18,2022-07-12,903,1870
2601,1,1165.0,1165,2020-01-02,2020-01-02,1825,1825
2602,4,1348.75,1810,2019-04-19,2023-09-25,463,2083
2603,2,460.0,585,2020-03-05,2024-06-10,204,1762
2604,2,327.5,515,2024-05-25,2024-09-01,121,220
2606,3,458.3333333333333,765,2021-05-22,2023-11-26,401,1319
2607,1,585.0,585,2019-10-14,2019-10-14,1905,1905
2608,4,632.5,1280,2019-12-15,2023-10-09,449,1843
2609,4,326.25,705,2019-12-23,2023-11-19,408,1835
2610,8,757.5,1260,2019-07-27,2023-02-25,675,1984
2611,2,380.0,635,2020-01-22,2023-06-28,552,1805
2613,2,607.5,865,2022-06-29,2022-12-08,754,916
2614,3,235.0,415,2020-05-22,2023-12-06,391,1684
2615,5,1150.0,1510,2019-05-27,2023-08-03,516,2045
2616,2,660.0,860,2020-02-25,2023-07-16,534,1771
2617,4,305.0,500,2019-06-08,2024-08-31,122,2033
2618,5,700.0,1195,2020-04-02,2024-12-13,18,1734
2619,4,990.0,1470,2020-11-13,2024-10-31,61,1509
2620,7,1242.857142857143,2360,2019-05-05,2024-03-19,287,2067
2621,4,352.5,770,2019-05-28,2023-06-06,574,2044
2622,9,764.4444444444445,1155,2019-09-28,2024-09-28,94,1921
2623,2,500.0,865,2024-01-22,2024-07-18,166,344
2624,3,516.6666666666666,1000,2020-11-08,2024-01-20,346,1514
2625,8,715.0,1095,2019-03-17,2024-12-24,7,2116
2626,3,560.0,1025,2019-03-16,2024-11-30,31,2117
2627,4,815.0,1155,2019-07-15,2024-01-27,339,1996
